datapoints,avgtime,avgcost,success,failed,r1c,r2c,r3c,r4c,r5c,r6c,r7c,r8c,r9c,r10c,it1,it2,it3,it4,it5,it6,it7,it8,it9,it10,r1t,r2t,r3t,r4t,r5t,r6t,r7t,r8t,r9t,r10t
100,140.78,0.33,3,7,0.006677,0.231618,0.256058,0.434336,0.004974,0.294079,0.541987,0.875328,0.016480,0.617053,473,1000,1000,1000,62,1000,1000,1000,23,1000,91.46,200.49,183.79,184.12,11.32,183.71,185.38,184.88,4.16,178.47
200,669.24,0.39,1,9,0.473054,0.550077,0.507368,0.576986,0.390154,0.483597,0.281169,0.251777,0.336464,0.007946,1000,1000,1000,1000,1000,1000,1000,1000,1000,50,736.90,729.28,733.48,733.81,762.24,738.59,740.64,724.38,748.65,44.47
300,1848.16,0.46,0,10,0.515449,0.345768,0.421976,0.561595,0.429414,0.469407,0.401280,0.585965,0.448375,0.458422,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1719.25,1726.65,1819.81,1720.39,1787.48,1815.79,2011.56,2033.32,2031.99,1815.34
400,2999.57,0.45,0,10,0.427005,0.487601,0.447734,0.557524,0.541298,0.456494,0.468791,0.327810,0.221024,0.587527,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,3030.51,3054.08,3031.08,3112.17,3054.74,2997.24,2976.41,2918.71,2901.80,2918.93
500,4558.05,0.44,0,10,0.580952,0.303840,0.471628,0.472233,0.448283,0.354756,0.284900,0.556759,0.499529,0.472690,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,4568.31,4553.09,4551.13,4555.77,4548.89,4527.59,4561.10,4538.36,4619.03,4557.26
600,6647.54,0.49,0,10,0.492073,0.503707,0.478654,0.439582,0.574499,0.376177,0.543607,0.525271,0.478053,0.505095,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,6640.05,6586.04,6589.24,6562.48,6591.68,6575.93,6890.36,6781.80,6641.18,6616.65
700,9003.90,0.47,0,10,0.428856,0.466166,0.393279,0.466553,0.450829,0.461392,0.510149,0.562878,0.414649,0.537628,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,9209.42,9160.52,8975.85,8930.97,8940.18,8989.62,8928.31,8964.67,8950.90,8988.56
800,11677.40,0.47,0,10,0.469744,0.436329,0.589731,0.497454,0.542752,0.246172,0.467782,0.502916,0.500906,0.413404,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,11727.04,11738.46,11729.17,11716.64,11641.32,11702.15,11667.80,11671.88,11532.09,11647.50
900,14709.81,0.43,0,10,0.452514,0.446345,0.421745,0.463356,0.448419,0.422970,0.337303,0.430669,0.417312,0.461269,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,14862.11,14708.94,14621.77,14558.74,14593.02,14699.14,14772.35,14721.16,14809.06,14751.78
