datapoints,avgtime,avgcost,success,failed,r1c,r2c,r3c,r4c,r5c,r6c,r7c,r8c,r9c,r10c,it1,it2,it3,it4,it5,it6,it7,it8,it9,it10,r1t,r2t,r3t,r4t,r5t,r6t,r7t,r8t,r9t,r10t
100,330.08,0.34,10,0,0.464938,0.422960,0.368043,0.289889,0.385670,0.270568,0.529927,0.344793,0.015479,0.278482,999,999,999,999,999,999,999,999,58,999,350.94,356.80,353.82,365.89,370.72,378.94,370.91,368.18,21.29,363.32
200,1511.67,0.34,10,0,0.374996,0.437657,0.185272,0.542793,0.321081,0.181819,0.313467,0.327294,0.417429,0.316397,999,999,999,999,999,999,999,999,999,999,1475.57,1473.71,1466.43,1483.11,1611.64,1567.49,1489.45,1489.90,1524.82,1534.60
300,3476.44,0.37,10,0,0.462024,0.483822,0.253881,0.199347,0.415628,0.432967,0.443109,0.357076,0.434059,0.262443,999,999,999,999,999,999,999,999,999,999,3832.42,3718.59,3305.35,3284.47,3319.53,3359.31,3782.92,3863.84,3160.15,3137.86
400,5853.75,0.38,10,0,0.388936,0.418575,0.445105,0.557668,0.368510,0.515240,0.152864,0.360193,0.251166,0.308695,999,999,999,999,999,999,999,999,999,999,5600.48,5577.14,5584.41,5615.46,5634.44,6016.63,6583.27,6419.06,5767.83,5738.80
500,8663.97,0.33,10,0,0.307299,0.521494,0.295079,0.352973,0.253346,0.335638,0.336916,0.444877,0.344918,0.062905,999,999,999,999,999,999,999,999,999,39,8902.10,9043.55,10227.95,10492.00,10485.33,9873.57,9162.99,9173.75,8929.03,349.41
600,11909.65,0.27,10,0,0.464016,0.204706,0.120508,0.344605,0.139286,0.143924,0.508778,0.136503,0.289492,0.373447,999,999,41,999,999,999,999,999,999,999,12761.52,13945.97,629.23,14989.19,12725.03,12809.10,12724.04,12795.81,12859.94,12856.67
700,14120.12,0.30,10,0,0.106809,0.330821,0.362219,0.454892,0.561990,0.147307,0.235421,0.261198,0.213105,0.343621,53,999,999,999,999,53,999,999,999,999,928.23,17439.85,17384.65,17504.20,17445.26,937.89,17505.64,17390.11,17368.40,17296.99
