datapoints,avgtime,avgcost,success,failed,r1c,r2c,r3c,r4c,r5c,r6c,r7c,r8c,r9c,r10c,it1,it2,it3,it4,it5,it6,it7,it8,it9,it10,r1t,r2t,r3t,r4t,r5t,r6t,r7t,r8t,r9t,r10t
100,188.46,0.14,1,9,0.000357,0.163714,0.102488,0.146541,0.167303,0.133321,0.213047,0.142170,0.130300,0.174753,45,1000,1000,1000,1000,1000,1000,1000,1000,1000,10.03,210.64,213.43,210.30,210.98,208.76,205.12,205.44,202.68,207.24
200,812.63,0.15,0,10,0.153968,0.126229,0.143440,0.222387,0.144366,0.142640,0.128501,0.153066,0.133635,0.159704,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,804.00,810.98,817.53,821.42,811.18,807.01,820.48,806.50,815.88,811.34
300,1796.70,0.15,0,10,0.185682,0.138537,0.133179,0.097667,0.127833,0.107399,0.202829,0.185220,0.151354,0.162907,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1822.90,1815.49,1820.11,1785.29,1772.33,1784.96,1808.51,1785.29,1775.73,1796.42
400,3473.50,0.14,0,10,0.171084,0.146550,0.128428,0.191902,0.150315,0.192674,0.127381,0.112332,0.076713,0.086602,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,3228.08,3219.37,3474.66,3535.75,3557.14,3541.20,3535.26,3559.30,3538.57,3545.71
500,5395.22,0.15,0,10,0.161620,0.193820,0.146204,0.151176,0.152773,0.072205,0.128481,0.178303,0.131552,0.172696,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,5113.70,5012.84,4997.79,5489.02,5552.24,5555.58,5573.53,5549.58,5549.01,5558.93
600,7646.22,0.15,0,10,0.126617,0.206563,0.120627,0.163975,0.115627,0.168673,0.121167,0.148601,0.147774,0.206198,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,7992.19,7997.57,8096.08,7556.63,7476.21,7569.77,7256.20,7415.68,7537.21,7564.70
