datapoints,avgtime,avgcost,success,failed,r1c,r2c,r3c,r4c,r5c,r6c,r7c,r8c,r9c,r10c,it1,it2,it3,it4,it5,it6,it7,it8,it9,it10,r1t,r2t,r3t,r4t,r5t,r6t,r7t,r8t,r9t,r10t
100,215.63,0.08,5,5,0.000807,0.000968,0.103934,0.000902,0.162820,0.153078,0.193463,0.000877,0.000722,0.154887,51,56,1000,53,1000,1000,1000,56,54,1000,20.00,21.88,393.58,20.86,398.56,405.15,428.76,23.60,20.86,423.08
200,1420.90,0.12,2,8,0.166165,0.135091,0.096608,0.152005,0.000978,0.179532,0.142832,0.000899,0.147009,0.207499,1000,1000,1000,1000,115,1000,1000,52,1000,1000,1702.97,1718.87,1747.72,1776.78,194.08,1745.92,1783.01,85.65,1756.51,1697.52
300,3474.27,0.12,0,10,0.141383,0.174330,0.149608,0.061209,0.146511,0.175310,0.094232,0.102919,0.074524,0.077711,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,3460.75,3517.43,3594.37,3509.12,3533.58,3435.39,3420.16,3424.14,3421.57,3426.20
400,6072.93,0.13,0,10,0.158465,0.111787,0.127017,0.205448,0.091350,0.131079,0.105808,0.145900,0.095171,0.158237,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,6068.34,6040.88,6175.22,6134.47,6118.29,6030.09,6052.91,6048.94,6032.04,6028.18
500,9807.50,0.12,0,10,0.127858,0.131061,0.137994,0.128911,0.107958,0.099721,0.131709,0.110223,0.151147,0.087395,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,9511.70,9434.99,9392.64,9583.36,9570.18,9726.52,10856.32,9827.14,9957.01,10215.12
