2.8284,4.4721,7.2801,10.198,1,1.4142,2.2361,4.1231,8.0623,14.036,0,5,7,8,1.4142,3.1623,6.0828,10.05,11.045,12.042,15.033,16.031,3.6056,2,11.18,13.153,15.133,4.2426,3.6056,5,9.4868,16.279,4.1231,5,10.77,12.649,16.492,18.439,5.3852,5,13,13.928,15.811,17.72,18.682,19.647,6.0828,13.416,18.385,18.788,14.213,16.643,17.205,18.868,18.601,15.62,16.971,14.318,15.264,17.692,14.142,14.56,17.804,15.033,15.297,17,18.601,19.209,20.518,16.279,16.763,19.416,17.029,17.117,18.028,18.028,18,18.028,18.248,18.974,19.698,22.204,24.759,19.416,22.472,23.601,24.839,26.173,21.541,26.249,22.847,23.707,27.019,24.166,26.627,29.732,25.495,30,27.731,28.178,29.155,29.069,30.017,31.064,30.887,31.385,33.015,30.871,32.249,33.838,29.069,31.385,32.202,33.121,34.67,30.265,31.321,31.623,34,31.257,31.145,31.016,31,31.257,33.242,34.015,32.249,32.14,32.016,32.062,32.14,32.558,34.54,33.136,33.061,33.136,34.785,35.468,36.249,34.234,34.059,34.015,34.132,34.366,35.228,37,37.336,37.696,36,37.947
3.6056,2.2361,2.8284,5.3852,5.099,4.1231,3.1623,1.4142,3.1623,9.0554,5,0,2,3,4.1231,2.2361,1.4142,5.099,6.0828,7.0711,10.05,11.045,8.2462,5.3852,6.3246,8.2462,10.198,8.544,7.6158,3.1623,5,11.402,7.2111,4.4721,6.4031,8.0623,11.705,13.601,8.6023,7.0711,8.6023,9.434,11.18,13,13.928,14.866,8.4853,9.2195,13.892,14.422,10.817,12.728,13.454,14.866,14.866,13,13.892,13.038,13.342,14.765,14.318,14.036,15.232,15.524,15.133,15.297,16.155,16.553,17.493,16.125,16,17.088,18.028,17.263,17.029,18.974,18.682,18.439,18.111,18.028,18.248,19.698,21.633,19.026,20.248,21.024,21.954,23.022,20.224,23.324,21.378,21.84,24.187,22.561,24.166,26.627,23.77,27.295,25.962,26.249,26.926,27.203,27.857,28.636,28.792,29.155,30.414,29.12,30.083,31.305,29.833,29.833,30.364,31.016,32.202,31.321,30.265,30.414,31.953,32.28,32.016,31.575,31.401,31.016,31.78,32.28,33.242,32.985,32.558,32.14,32.062,32.016,32.985,33.956,33.136,33.061,33.541,33.956,34.482,35.171,34.713,34.234,34.059,34,35.014,35.693,35.903,36.139,36.346,36.674
5.3852,3.6056,2,3.6056,7.0711,6.0828,5.099,3.1623,1.4142,7.0711,7,2,0,1,6.0828,4.1231,1.4142,3.1623,4.1231,5.099,8.0623,9.0554,10.198,7.2801,4.4721,6.3246,8.2462,10.44,9.4868,4.2426,3.6056,9.4868,8.9443,5.6569,5,6.4031,9.8489,11.705,10.296,8.6023,7.0711,7.8102,9.434,11.18,12.083,13,10,7.8102,12.207,12.806,9.8489,11.402,12.207,13.454,13.601,12.369,13,13.038,13.038,13.928,14.866,14.318,14.56,16.155,15.524,15.033,15.524,15.811,16.553,16.492,16.125,16.492,18.788,17.72,17.029,19.698,19.313,18.974,18.439,18.028,18.028,18.974,20.591,19.235,19.647,20.248,21.024,21.954,20.025,22.361,21.095,21.378,23.259,22.204,23.409,25.554,23.345,26.401,25.495,25.71,26.249,26.683,27.203,27.857,28.16,28.46,29.547,28.636,29.411,30.463,30.364,29.428,29.833,30.364,31.385,31.953,30.067,30.15,31.321,32.894,32.573,32.016,31.78,31.145,31.401,31.78,33.838,33.526,32.985,32.388,32.249,32.016,32.558,34.482,33.377,33.242,33.242,33.541,33.956,35.735,35.171,34.525,34.234,34.059,35.128,35.355,35.511,35.693,36.674,36.346
6.3246,4.4721,2.2361,2.8284,8.0623,7.0711,6.0828,4.1231,1,6.0828,8,3,1,0,7.0711,5.099,2.2361,2.2361,3.1623,4.1231,7.0711,8.0623,11.18,8.2462,3.6056,5.3852,7.2801,11.402,10.44,5,3.1623,8.544,9.8489,6.4031,4.4721,5.6569,8.9443,10.77,11.18,9.434,6.4031,7.0711,8.6023,10.296,11.18,12.083,10.817,7.2111,11.402,12.042,9.4868,10.817,11.662,12.806,13.038,12.166,12.649,13.153,13,13.601,15.232,14.56,14.318,16.553,15.811,15,15.297,15.524,16.155,16.763,16.279,16.279,19.235,18.028,17.117,20.125,19.698,19.313,18.682,18.111,18,18.682,20.125,19.416,19.416,19.925,20.616,21.471,20,21.932,21.024,21.213,22.847,22.091,23.087,25.06,23.195,26,25.318,25.495,25.962,26.476,26.926,27.514,27.893,28.16,29.155,28.443,29.12,30.083,30.676,29.275,29.614,30.083,31.016,32.311,30.017,30.067,31.048,33.242,32.894,32.28,32.016,31.257,31.257,31.575,34.176,33.838,33.242,32.558,32.388,32.062,32.388,34.785,33.541,33.377,33.136,33.377,33.734,36.056,35.44,34.713,34.366,34.132,35.228,35.228,35.355,35.511,36.878,36.222
3.1623,4.2426,6.7082,9.4868,2.2361,2,2.2361,3.6056,7.2801,13.153,1.4142,4.1231,6.0828,7.0711,0,2,5,9,10,11,14,15,4.1231,1.4142,10.05,12.042,14.036,4.4721,3.6056,3.6056,8.2462,15.133,3.6056,3.6056,9.4868,11.402,15.297,17.263,5,4.1231,11.705,12.649,14.56,16.492,17.464,18.439,5.3852,12.083,17.088,17.464,12.806,15.264,15.811,17.493,17.205,14.213,15.556,13,13.892,16.279,13.038,13.342,16.401,14,14.142,15.652,17.205,17.804,19.105,15.133,15.524,18.028,16.125,16.031,16.763,17.117,17.029,17,17.117,17.72,18.385,20.809,23.345,18.248,21.095,22.204,23.431,24.759,20.248,24.839,21.541,22.361,25.612,22.847,25.239,28.32,24.166,28.601,26.401,26.833,27.785,27.731,28.653,29.682,29.53,30.017,31.623,29.547,30.887,32.45,28.16,30.083,30.871,31.765,33.287,29.428,30.083,30.364,32.65,30.414,30.265,30.067,30.017,30.15,31.953,32.696,31.401,31.257,31.064,31.016,31.064,31.401,33.242,32.249,32.016,32.062,33.526,34.176,34.928,33.377,33.136,33,33.061,33.242,34.132,35.735,36.056,36.401,35.014,36.688
3.1623,3.1623,5,7.6158,3.6056,2.8284,2.2361,2.2361,5.3852,11.18,3.1623,2.2361,4.1231,5.099,2,0,3,7,8,9,12,13,6.0828,3.1623,8.0623,10.05,12.042,6.3246,5.3852,2.2361,6.3246,13.153,5,3,7.6158,9.4868,13.342,15.297,6.4031,5,9.8489,10.77,12.649,14.56,15.524,16.492,6.4031,10.296,15.232,15.652,11.314,13.601,14.213,15.811,15.62,13.038,14.213,12.369,13,15,13.038,13.038,15.264,14.142,14,14.866,16.125,16.643,17.804,15,15.133,17,16.492,16.031,16.279,17.464,17.263,17.117,17,17.263,17.72,19.723,22.023,18.028,20.125,21.095,22.204,23.431,19.647,23.601,20.881,21.541,24.413,22.136,24.187,27.019,23.409,27.459,25.632,26,26.833,26.926,27.731,28.653,28.636,29.069,30.529,28.792,29.967,31.385,28.443,29.411,30.083,30.871,32.249,29.833,29.614,29.833,31.78,30.806,30.594,30.265,30.15,30.017,31.321,31.953,31.78,31.575,31.257,31.016,31,31.145,32.573,32.558,32.016,32,32.985,33.526,34.176,33.734,33.377,33.061,33,33.061,34.015,35.171,35.44,35.735,35.128,36.139
5,3.6056,3.1623,5,6.3246,5.3852,4.4721,2.8284,2.8284,8.2462,6.0828,1.4142,1.4142,2.2361,5,3,0,4,5,6,9,10,9.0554,6.0828,5.099,7.0711,9.0554,9.2195,8.2462,2.8284,3.6056,10.198,7.6158,4.2426,5,6.7082,10.44,12.369,8.9443,7.2111,7.2111,8.0623,9.8489,11.705,12.649,13.601,8.6023,7.8102,12.53,13.038,9.434,11.314,12.042,13.454,13.454,11.705,12.53,12,12.166,13.416,13.601,13.153,13.928,14.866,14.318,14.142,14.866,15.232,16.125,15.297,15.033,15.811,17.464,16.492,16,18.385,18.028,17.72,17.263,17,17.117,18.385,20.248,18.111,18.974,19.698,20.591,21.633,19.105,21.954,20.224,20.616,22.825,21.378,22.847,25.239,22.561,25.942,24.739,25,25.632,25.962,26.571,27.313,27.514,27.857,29.069,27.893,28.792,29.967,29.12,28.636,29.12,29.732,30.871,30.676,29.155,29.275,30.676,31.623,31.321,30.806,30.594,30.067,30.594,31.048,32.573,32.28,31.78,31.257,31.145,31,31.78,33.242,32.249,32.14,32.388,32.757,33.242,34.482,33.956,33.377,33.136,33.015,34.059,34.525,34.713,34.928,35.511,35.511
8.544,6.7082,4.2426,3,10.198,9.2195,8.2462,6.3246,2.8284,4.4721,10.05,5.099,3.1623,2.2361,9,7,4,0,1,2,5,6,13.038,10.05,1.4142,3.1623,5.099,13.153,12.166,6.3246,2.2361,6.3246,11.402,7.6158,3,3.6056,6.7082,8.544,12.649,10.77,4.4721,5,6.4031,8.0623,8.9443,9.8489,12.083,5.3852,9.2195,9.8995,8.0623,8.9443,9.8489,10.817,11.18,11,11.18,12.649,12.166,12.166,15.264,14.318,13.038,16.643,15.652,14.142,14.036,14.142,14.56,16.553,15.811,15.033,19.416,17.889,16.492,20.248,19.723,19.235,18.385,17.464,17.117,17.263,18.385,18.974,18.111,18.439,18.974,19.698,19.105,20.248,20.025,20.025,21.19,21,21.587,23.259,22.023,24.352,24.083,24.187,24.515,25.179,25.495,25.962,26.476,26.683,27.514,27.166,27.659,28.46,30.463,28.071,28.284,28.636,29.411,32.202,29.017,29,29.614,33.106,32.696,31.953,31.623,30.594,30.067,30.265,34.015,33.615,32.894,32.016,31.78,31.257,31.145,34.54,32.985,32.757,32.016,32.14,32.388,35.847,35.114,34.205,33.734,33.377,34.525,34.059,34.132,34.234,36.401,35.057
9.4868,7.6158,5,3.1623,11.18,10.198,9.2195,7.2801,3.6056,3.6056,11.045,6.0828,4.1231,3.1623,10,8,5,1,0,1,4,5,14.036,11.045,1,2.2361,4.1231,14.142,13.153,7.2801,2.8284,5.3852,12.369,8.544,3.1623,3.1623,5.831,7.6158,13.601,11.705,4.1231,4.4721,5.6569,7.2111,8.0623,8.9443,13,5.099,8.4853,9.2195,8,8.544,9.4868,10.296,10.77,11.045,11.045,13,12.369,12.042,15.811,14.765,13,17.205,16.125,14.318,14,14.036,14.318,17,16.155,15,20,18.358,16.763,20.809,20.248,19.723,18.788,17.72,17.263,17.117,18.028,19.313,18.028,18.248,18.682,19.313,19.235,19.925,20.1,20,20.881,21.024,21.378,22.847,22,24.042,24.021,24.083,24.331,25.08,25.318,25.71,26.306,26.476,27.203,27.074,27.459,28.16,30.871,28.018,28.16,28.443,29.12,32.65,29.069,29.017,29.428,33.541,33.106,32.311,31.953,30.806,30.017,30.15,34.438,34.015,33.242,32.28,32.016,31.401,31.064,34.928,33.242,32.985,32,32.062,32.249,36.249,35.468,34.482,33.956,33.541,34.713,34.015,34.059,34.132,36.688,35.014
10.44,8.544,5.831,3.6056,12.166,11.18,10.198,8.2462,4.4721,2.8284,12.042,7.0711,5.099,4.1231,11,9,6,2,1,0,3,4,15.033,12.042,1.4142,1.4142,3.1623,15.133,14.142,8.2462,3.6056,4.4721,13.342,9.4868,3.6056,3,5,6.7082,14.56,12.649,4,4.1231,5,6.4031,7.2111,8.0623,13.928,5,7.8102,8.6023,8.0623,8.2462,9.2195,9.8489,10.44,11.18,11,13.416,12.649,12,16.401,15.264,13.038,17.804,16.643,14.56,14.036,14,14.142,17.493,16.553,15.033,20.616,18.868,17.088,21.401,20.809,20.248,19.235,18.028,17.464,17.029,17.72,19.698,18,18.111,18.439,18.974,19.416,19.647,20.224,20.025,20.616,21.095,21.213,22.472,22.023,23.77,24,24.021,24.187,25.02,25.179,25.495,26.173,26.306,26.926,27.019,27.295,27.893,31.305,28,28.071,28.284,28.862,33.121,29.155,29.069,29.275,34,33.541,32.696,32.311,31.048,30,30.067,34.886,34.438,33.615,32.573,32.28,31.575,31.016,35.341,33.526,33.242,32.016,32.016,32.14,36.674,35.847,34.785,34.205,33.734,34.928,34,34.015,34.059,37,35
13.342,11.402,8.544,5.831,15.133,14.142,13.153,11.18,7.2801,2.2361,15.033,10.05,8.0623,7.0711,14,12,9,5,4,3,0,1,18.028,15.033,4.1231,2.2361,1,18.111,17.117,11.18,6.3246,2.2361,16.279,12.369,5.831,4.2426,3.1623,4.2426,17.464,15.524,5,4.4721,4,4.4721,5,5.6569,16.763,5.831,6.3246,7.2801,8.9443,8.0623,9.0554,9.0554,10,12.083,11.402,15,13.892,12.369,18.385,17.029,13.601,19.799,18.439,15.652,14.56,14.318,14.036,19.209,18.028,15.524,22.627,20.616,18.358,23.345,22.672,22.023,20.809,19.235,18.385,17.117,17.117,21.095,18.248,18.028,18.028,18.248,20.248,19.105,20.881,20.396,20.1,21.587,21,21.587,22.361,23.195,24.187,24.083,24,25.08,25,25.08,26,26.019,26.306,27.074,27.019,27.295,32.757,28.16,28.018,28.018,28.284,34.67,29.614,29.428,29.017,35.511,34.986,34,33.541,31.953,30.15,30.017,36.359,35.847,34.886,33.615,33.242,32.28,31.064,36.715,34.54,34.176,32.249,32.062,32,38.079,37.121,35.847,35.114,34.482,35.735,34.132,34.059,34.015,38.079,35.128
14.318,12.369,9.4868,6.7082,16.125,15.133,14.142,12.166,8.2462,2.8284,16.031,11.045,9.0554,8.0623,15,13,10,6,5,4,1,0,19.026,16.031,5.099,3.1623,1.4142,19.105,18.111,12.166,7.2801,2,17.263,13.342,6.7082,5,3,3.6056,18.439,16.492,5.6569,5,4.1231,4.1231,4.4721,5,17.72,6.4031,6.0828,7.0711,9.434,8.2462,9.2195,9,10.05,12.53,11.705,15.62,14.422,12.649,19.105,17.692,13.928,20.518,19.105,16.125,14.866,14.56,14.142,19.849,18.601,15.811,23.345,21.26,18.868,24.042,23.345,22.672,21.401,19.723,18.788,17.263,17.029,21.633,18.439,18.111,18,18.111,20.616,19.026,21.19,20.616,20.025,21.84,21.024,21.378,22.561,23.087,24.331,24.187,24.021,25.179,25.02,25.02,26.019,26,26.173,27.166,27,27.166,33.287,28.284,28.071,28,28.16,35.228,29.833,29.614,29,36.056,35.511,34.482,34,32.311,30.265,30.067,36.892,36.359,35.355,34.015,33.615,32.573,31.145,37.216,34.928,34.54,32.388,32.14,32.016,38.588,37.59,36.249,35.468,34.785,36.056,34.234,34.132,34.059,38.484,35.228
6.4031,8.0623,10.77,13.601,4.2426,5,5.831,7.6158,11.402,17.263,3.6056,8.2462,10.198,11.18,4.1231,6.0828,9.0554,13.038,14.036,15.033,18.028,19.026,0,3,14,16,18,1,1.4142,7.0711,12.042,19.026,2.8284,6.3246,13.153,15.133,19.105,21.095,3.1623,4.2426,15.297,16.279,18.248,20.224,21.213,22.204,4.4721,15.524,20.616,20.881,15.652,18.385,18.788,20.616,20.125,16.401,18.028,14.213,15.556,18.601,13,13.892,18.439,13.601,14.318,17.029,19.105,19.849,21.401,15.232,16.125,19.799,15.133,15.811,17.493,16.125,16.279,16.492,17.088,18.358,19.416,22.627,25.612,18.385,22.672,24.042,25.495,27.019,21.095,26.907,22.472,23.601,27.586,23.854,26.907,30.48,25.239,30.414,27.459,28.018,29.206,28.844,30,31.241,30.806,31.401,33.302,30.529,32.202,34.059,27.019,30.887,31.906,33.015,34.828,28.018,30.463,30.871,33.838,29.017,29,29.069,29.155,29.833,32.65,33.615,30.017,30,30.067,30.414,30.594,31.321,34,31,31.401,31.575,34.015,34.886,35.847,32.016,32.016,32.249,32.558,32.985,33.734,36.249,36.674,37.121,34.132,37.162
