0,2,5,8,2.2361,1.4142,1,2.2361,6.0828,12.042,2.8284,3.6056,5.3852,6.3246,3.1623,3.1623,5,8.544,9.4868,10.44,13.342,14.318,6.4031,4.4721,9.8489,11.705,13.601,7.0711,6.4031,5.3852,8.6023,14.866,6.7082,6.0828,10,11.662,15.232,17.088,8.0623,7.2801,12.207,13.038,14.765,16.553,17.464,18.385,8.544,12.806,17.493,18.028,14.213,16.279,16.971,18.439,18.385,16.125,17.205,15.524,16.155,18.028,16,16.125,18.358,17.029,17.029,18.028,19.235,19.723,20.809,18.028,18.248,20.125,19.235,19,19.416,20.224,20.1,20.025,20.025,20.396,20.881,22.825,25,21.095,23.259,24.187,25.239,26.401,22.804,26.627,24.042,24.698,27.459,25.298,27.295,30,26.571,30.529,28.792,29.155,29.967,30.083,30.871,31.765,31.78,32.202,33.615,31.953,33.106,34.482,31.257,32.573,33.242,34.015,35.355,32.558,32.757,32.985,34.928,33.541,33.377,33.136,33.061,33.061,34.482,35.114,34.525,34.366,34.132,34,34.015,34.234,35.735,35.355,35,35.014,36.139,36.688,37.336,36.497,36.222,36.014,36.014,36.125,37.054,38.328,38.601,38.897,38.053,39.294
2,0,3,6,4.1231,3.1623,2.2361,1,4.1231,10.05,4.4721,2.2361,3.6056,4.4721,4.2426,3.1623,3.6056,6.7082,7.6158,8.544,11.402,12.369,8.0623,5.6569,8.0623,9.8489,11.705,8.6023,7.8102,5,7.0711,13,7.8102,6.0828,8.4853,10,13.416,15.232,9.2195,8.0623,10.63,11.402,13.038,14.765,15.652,16.553,9.434,11.314,15.811,16.401,13.038,14.866,15.62,16.971,17.029,15.232,16.125,15.133,15.524,17,16.125,16,17.464,17.263,17.029,17.464,18.385,18.788,19.723,18.028,18.028,19.313,19.647,19.105,19.105,20.616,20.396,20.224,20.025,20.1,20.396,21.932,23.854,21,22.472,23.259,24.187,25.239,22.361,25.554,23.537,24.042,26.42,24.739,26.401,28.844,25.962,29.53,28.16,28.46,29.155,29.411,30.083,30.871,31.016,31.385,32.65,31.321,32.311,33.541,31.575,32.016,32.573,33.242,34.438,32.985,32.388,32.558,34.176,33.956,33.734,33.377,33.242,33,33.956,34.482,34.928,34.713,34.366,34.059,34.015,34.059,35.171,35.693,35.057,35.014,35.693,36.139,36.688,36.878,36.497,36.125,36.014,36.014,37,37.855,38.079,38.328,38.21,38.833
5,3,0,3,7.0711,6.0828,5.099,3.1623,1.4142,7.0711,7.2801,2.8284,2,2.2361,6.7082,5,3.1623,4.2426,5,5.831,8.544,9.4868,10.77,8.0623,5.6569,7.2111,8.9443,11.18,10.296,5.831,5.3852,10.296,10,7.2111,6.7082,7.8102,10.817,12.53,11.402,9.8995,8.6023,9.2195,10.63,12.207,13.038,13.892,11.314,9.434,13.454,14.142,11.705,13.038,13.892,15,15.264,14.318,14.866,15.033,15.033,15.811,16.763,16.279,16.492,18.028,17.464,17.029,17.464,17.72,18.385,18.439,18.111,18.439,20.616,19.647,19.026,21.541,21.19,20.881,20.396,20.025,20.025,20.881,22.361,21.213,21.587,22.136,22.847,23.707,22.023,24.166,23.087,23.345,25.08,24.187,25.298,27.295,25.318,28.231,27.459,27.659,28.16,28.636,29.12,29.732,30.083,30.364,31.385,30.594,31.321,32.311,32.28,31.401,31.78,32.28,33.242,33.838,32.062,32.14,33.242,34.785,34.482,33.956,33.734,33.136,33.377,33.734,35.735,35.44,34.928,34.366,34.234,34.015,34.525,36.401,35.355,35.228,35.228,35.511,35.903,37.643,37.108,36.497,36.222,36.056,37.121,37.336,37.483,37.656,38.639,38.328
8,6,3,0,10.05,9.0554,8.0623,6.0828,2.2361,4.1231,10.198,5.3852,3.6056,2.8284,9.4868,7.6158,5,3,3.1623,3.6056,5.831,6.7082,13.601,10.77,4.1231,5,6.4031,13.928,13,7.8102,5.099,7.8102,12.53,9.2195,6,6.3246,8.4853,10,13.892,12.207,7.2801,7.6158,8.6023,9.8995,10.63,11.402,13.601,8.2462,11.402,12.207,11.045,11.705,12.649,13.416,13.928,14,14.142,15.524,15.133,15.133,17.889,17.088,16.031,19.235,18.385,17.117,17.029,17.117,17.464,19.313,18.682,18.028,21.954,20.616,19.416,22.825,22.361,21.932,21.19,20.396,20.1,20.224,21.19,21.84,21.095,21.378,21.84,22.472,22.091,23.087,23.022,23.022,24.042,24,24.515,26,25.02,27.203,27.074,27.166,27.459,28.16,28.443,28.862,29.428,29.614,30.364,30.15,30.594,31.321,33.242,31.064,31.257,31.575,32.28,34.928,32.016,32,32.558,35.847,35.468,34.785,34.482,33.541,33.061,33.242,36.77,36.401,35.735,34.928,34.713,34.234,34.132,37.336,35.903,35.693,35.014,35.128,35.355,38.626,37.947,37.108,36.674,36.346,37.483,37.054,37.121,37.216,39.294,38.053
2.2361,4.1231,7.0711,10.05,0,1,2,4,8,14,1,5.099,7.0711,8.0623,2.2361,3.6056,6.3246,10.198,11.18,12.166,15.133,16.125,4.2426,3,11.402,13.342,15.297,5,4.4721,5.6569,9.8489,16.492,5.099,5.831,11.18,13,16.763,18.682,6.3246,6,13.416,14.318,16.155,18.028,18.974,19.925,7.0711,13.892,18.788,19.235,14.866,17.205,17.804,19.416,19.209,16.401,17.692,15.232,16.125,18.439,15.133,15.524,18.601,16.031,16.279,17.889,19.416,20,21.26,17.263,17.72,20.248,18.028,18.111,18.974,19.026,19,19.026,19.235,19.925,20.616,23.022,25.495,20.396,23.324,24.413,25.612,26.907,22.472,27.019,23.77,24.597,27.803,25.08,27.459,30.48,26.401,30.806,28.636,29.069,30.017,29.967,30.887,31.906,31.765,32.249,33.838,31.78,33.121,34.67,30.067,32.311,33.106,34,35.511,31.257,32.28,32.573,34.886,32.249,32.14,32.016,32,32.249,34.176,34.928,33.242,33.136,33.015,33.061,33.136,33.541,35.468,34.132,34.059,34.132,35.735,36.401,37.162,35.228,35.057,35.014,35.128,35.355,36.222,37.947,38.275,38.626,37,38.897
1.4142,3.1623,6.0828,9.0554,1,0,1,3,7,13,1.4142,4.1231,6.0828,7.0711,2,2.8284,5.3852,9.2195,10.198,11.18,14.142,15.133,5,3.1623,10.44,12.369,14.318,5.6569,5,5,8.9443,15.524,5.3852,5.3852,10.296,12.083,15.811,17.72,6.7082,6.0828,12.53,13.416,15.232,17.088,18.028,18.974,7.2801,13.038,17.889,18.358,14.142,16.401,17.029,18.601,18.439,15.811,17.029,14.866,15.652,17.804,15.033,15.297,18.028,16,16.125,17.464,18.868,19.416,20.616,17.117,17.464,19.723,18.111,18.028,18.682,19.105,19.026,19,19.105,19.647,20.248,22.472,24.839,20.224,22.825,23.854,25,26.249,22.136,26.401,23.409,24.166,27.203,24.698,26.926,29.833,26,30.232,28.231,28.636,29.53,29.547,30.414,31.385,31.305,31.765,33.287,31.385,32.65,34.132,30.15,31.953,32.696,33.541,34.986,31.401,32.016,32.28,34.438,32.388,32.249,32.062,32.016,32.14,33.838,34.54,33.377,33.242,33.061,33.015,33.061,33.377,35.114,34.234,34.015,34.059,35.44,36.056,36.77,35.355,35.128,35,35.057,35.228,36.125,37.643,37.947,38.275,37.014,38.601
1,2.2361,5.099,8.0623,2,1,0,2,6,12,2.2361,3.1623,5.099,6.0828,2.2361,2.2361,4.4721,8.2462,9.2195,10.198,13.153,14.142,5.831,3.6056,9.4868,11.402,13.342,6.4031,5.6569,4.4721,8.0623,14.56,5.831,5.099,9.434,11.18,14.866,16.763,7.2111,6.3246,11.662,12.53,14.318,16.155,17.088,18.028,7.6158,12.207,17,17.493,13.454,15.62,16.279,17.804,17.692,15.264,16.401,14.56,15.232,17.205,15,15.133,17.493,16.031,16.031,17.088,18.358,18.868,20,17.029,17.263,19.235,18.248,18,18.439,19.235,19.105,19.026,19.026,19.416,19.925,21.954,24.207,20.1,22.361,23.324,24.413,25.612,21.84,25.807,23.087,23.77,26.627,24.352,26.42,29.206,25.632,29.682,27.857,28.231,29.069,29.155,29.967,30.887,30.871,31.305,32.757,31.016,32.202,33.615,30.265,31.623,32.311,33.106,34.482,31.575,31.78,32.016,34.015,32.558,32.388,32.14,32.062,32.062,33.526,34.176,33.541,33.377,33.136,33,33.015,33.242,34.785,34.366,34,34.015,35.171,35.735,36.401,35.511,35.228,35.014,35.014,35.128,36.056,37.363,37.643,37.947,37.054,38.328
2.2361,1,3.1623,6.0828,4,3,2,0,4,10,4.1231,1.4142,3.1623,4.1231,3.6056,2.2361,2.8284,6.3246,7.2801,8.2462,11.18,12.166,7.6158,5,7.6158,9.4868,11.402,8.0623,7.2111,4,6.4031,12.649,7.0711,5.099,7.8102,9.434,13,14.866,8.4853,7.2111,10,10.817,12.53,14.318,15.232,16.155,8.6023,10.63,15.264,15.811,12.207,14.142,14.866,16.279,16.279,14.318,15.264,14.142,14.56,16.125,15.133,15,16.553,16.279,16.031,16.492,17.464,17.889,18.868,17.029,17.029,18.385,18.682,18.111,18.111,19.647,19.416,19.235,19.026,19.105,19.416,21.024,23.022,20,21.541,22.361,23.324,24.413,21.378,24.698,22.561,23.087,25.554,23.77,25.495,28.018,25,28.653,27.203,27.514,28.231,28.46,29.155,29.967,30.083,30.463,31.765,30.364,31.385,32.65,30.594,31.048,31.623,32.311,33.541,32.016,31.401,31.575,33.242,32.985,32.757,32.388,32.249,32,32.985,33.526,33.956,33.734,33.377,33.061,33.015,33.061,34.205,34.713,34.059,34.015,34.713,35.171,35.735,35.903,35.511,35.128,35.014,35.014,36,36.878,37.108,37.363,37.216,37.855
6.0828,4.1231,1.4142,2.2361,8,7,6,4,0,6,8.0623,3.1623,1.4142,1,7.2801,5.3852,2.8284,2.8284,3.6056,4.4721,7.2801,8.2462,11.402,8.544,4.2426,5.831,7.6158,11.705,10.77,5.6569,4.1231,8.9443,10.296,7.0711,5.3852,6.4031,9.434,11.18,11.662,10,7.2111,7.8102,9.2195,10.817,11.662,12.53,11.402,8.0623,12.042,12.728,10.44,11.662,12.53,13.601,13.892,13.153,13.601,14.142,14,14.56,16.155,15.524,15.297,17.464,16.763,16,16.279,16.492,17.088,17.72,17.263,17.263,20.125,18.974,18.111,21.024,20.616,20.248,19.647,19.105,19,19.647,21.024,20.396,20.396,20.881,21.541,22.361,21,22.847,22.023,22.204,23.77,23.087,24.042,25.942,24.187,26.926,26.306,26.476,26.926,27.459,27.893,28.46,28.862,29.12,30.083,29.428,30.083,31.016,31.623,30.265,30.594,31.048,31.953,33.242,31.016,31.064,32.016,34.176,33.838,33.242,32.985,32.249,32.249,32.558,35.114,34.785,34.205,33.541,33.377,33.061,33.377,35.735,34.525,34.366,34.132,34.366,34.713,37,36.401,35.693,35.355,35.128,36.222,36.222,36.346,36.497,37.855,37.216
12.042,10.05,7.0711,4.1231,14,13,12,10,6,0,14.036,9.0554,7.0711,6.0828,13.153,11.18,8.2462,4.4721,3.6056,2.8284,2.2361,2.8284,17.263,14.318,4.2426,3.1623,3.1623,17.464,16.492,10.77,6.4031,4.4721,15.811,12.083,6.4031,5.3852,5.3852,6.4031,17.088,15.232,6.3246,6.0828,6.0828,6.7082,7.2111,7.8102,16.553,7.2801,8.544,9.4868,10.44,10,11,11.18,12.042,13.601,13.153,16.125,15.232,14.142,19.209,18.028,15.297,20.616,19.416,17.088,16.279,16.125,16,20.248,19.235,17.263,23.431,21.633,19.698,24.207,23.601,23.022,21.954,20.616,19.925,19.026,19.235,22.361,20.1,20,20.1,20.396,21.84,21.213,22.561,22.204,22.204,23.345,23.022,23.77,24.187,25.318,26.077,26.019,26.019,27.019,27.019,27.166,28.018,28.071,28.443,29.017,29.069,29.428,34,30.067,30,30.067,30.414,35.847,31.401,31.257,31.064,36.715,36.235,35.341,34.928,33.526,32.062,32,37.59,37.121,36.249,35.114,34.785,33.956,33.015,38.013,36.056,35.735,34.132,34.015,34.015,39.357,38.484,37.336,36.688,36.139,37.363,36.056,36.014,36,39.56,37.054
