2.099785314653152213e+01,5.465130379621711221e+00,-2.059221039835962053e+00
2.094993507777039454e+01,4.492580015279100003e+00,-3.086128430328113126e+00
2.049506494937606504e+01,2.707229412864781803e+00,2.819890683487852101e+00
2.042579027593837537e+01,1.711982465461623137e+00,9.585535851218713876e-01
2.035124536003156237e+01,-1.337239008947022301e+00,3.604207748486612517e-02
2.005781631829247402e+01,8.523185754638433309e+00,-2.928887717754458553e+00
1.965075854666957511e+01,5.725974531555257485e+00,5.724977354704877008e+00
1.948146574793989672e+01,7.224141362801929089e-01,3.869288663144795581e+00
1.933304201469338679e+01,-4.263554833371004271e+00,1.992433155689439239e+00
1.927388986589712516e+01,-6.241550842412590505e+00,1.039335726442031538e+00
1.911659867410939029e+01,8.531787630085425178e+00,7.835762852589622796e-02
1.904442959546155834e+01,6.555209203150651476e+00,-9.182651123133228621e-01
1.889343126402378559e+01,1.649454335261609783e+00,-1.973482115857313701e+00
1.880082669505272719e+01,-1.231894670518297374e+00,-3.039208971085592292e+00
1.871704109999514287e+01,-4.978796668298854478e+00,-4.116578548785398084e+00
1.864502138855841551e+01,1.029041572288596917e+01,-5.202055713064615894e+00
1.815804336701565447e+01,6.545264621650699333e+00,5.142786107011255936e+00
1.805222583875587006e+01,3.610954738157173161e+00,4.182387610925468735e+00
1.794290549555668335e+01,7.075587066177414508e-01,2.177186332066093577e+00
1.790380486804624738e+01,-2.483708781448682457e-01,1.159507084106721431e+00
1.782967497801280743e+01,-3.060742515339078373e+00,1.353096355953077035e-01
1.768920143742095519e+01,-4.957423738189213225e+00,-5.064274943893492420e+00
1.743544001312266900e+01,-6.975890667388312316e+00,9.068984636484783479e+00
1.725457002834564690e+01,8.562028778742112323e+00,7.154382812241235179e+00
1.714038349511463721e+01,5.608140710482256708e+00,6.208745786482570139e+00
1.708279800833388862e+01,4.638131321302680909e+00,4.203621590773544803e+00
1.685829851651584121e+01,-3.938140810892305055e+00,3.290046902076666058e+00
1.678860321149283408e+01,-5.809253690777309131e+00,-8.419280457350972746e-01
1.677631246427870337e+01,-7.686248750818299058e+00,-1.872070025722818887e+00
1.676253802372926671e+01,-8.639527852727221457e+00,-2.895157565557164414e+00
1.671988517603852742e+01,1.140765877730360423e+01,-3.931683918201682282e+00
1.664345278429566122e+01,1.044233286831976137e+01,-4.997382515376446399e+00
1.622108193093636785e+01,7.630068445701161828e+00,7.207249697707567293e+00
1.611221265539147396e+01,5.673786515696846777e+00,4.231501343892398737e+00
1.590431531277338983e+01,-1.117696070434899047e+00,3.316836160251601662e+00
1.585664344130033498e+01,-2.055031177214996063e+00,1.272785339210627642e+00
1.574233641749924928e+01,-3.932678693373727885e+00,-2.831802193452514604e+00
1.570682575246894963e+01,-4.879605351980411676e+00,-3.855523500699425732e+00
1.544129772047736537e+01,-6.889396729266234587e+00,9.135764153634738705e+00
1.540130907701061247e+01,-8.828589133652728904e+00,7.135090336339568573e+00
1.537455748692292623e+01,1.265060556728318453e+01,6.144389100037722429e+00
1.528456446148967629e+01,1.067553277036443937e+01,5.190696122425348946e+00
1.505837743640990212e+01,7.753576504510305334e+00,-7.074522817703831068e-01
1.490337582190513643e+01,4.809082694466964014e+00,-3.683104531343850407e+00
1.482579037513759346e+01,2.841712488015623261e+00,-4.707288366950736602e+00
1.523409788675173360e+01,-1.557747230843682662e-01,-8.238182906757518964e+00
1.449949100946334646e+01,-2.025727163888863647e+00,8.130578245847612351e+00
1.437020776970645031e+01,-3.014249703298919503e+00,3.195986476876869542e+00
1.425254597172305537e+01,-5.970389891102978908e+00,2.967925247205708272e-01
1.415119975327147550e+01,-7.956009982253596569e+00,-2.567242382334189887e+00
1.400426631746243444e+01,-9.977819488767455169e+00,1.096340179808154325e+01
1.390078977950719263e+01,1.290731152954911920e+01,8.990836991365235065e+00
1.378530921581417168e+01,1.093271929300859568e+01,7.035397369115423238e+00
1.355265797345262513e+01,7.999555974661859636e+00,2.190155663062299141e+00
1.337964445326041307e+01,5.041554252550765725e+00,-1.548099140515210692e+00
1.321210266925436017e+01,-1.993941353922170423e+00,-3.478188189160219324e+00
1.314881543423013888e+01,-3.993696194911174224e+00,-4.474537268976217952e+00
1.364907043014537891e+01,-5.766783923367303721e+00,-6.773054049367474683e+00
1.288285619278463301e+01,1.194018368984149170e+01,9.059990453222933837e+00
1.260221627416055945e+01,1.103767289589297462e+01,2.217918918135013850e+00
