300,1,standard,5.393793,0.015577,4.271129,0.008982,9,1,0.009713,0.008904,0.009055,0.009433,0.008397,0.010079,0.008145,0.074930,0.009695,0.007418,101,262,518,312,125,116,639,1000,211,200,1.63,4.25,7.61,4.46,2.05,1.73,10.36,15.50,3.05,3.29
400,1,standard,4.909500,0.010063,4.909500,0.010063,10,0,0.009225,0.008913,0.008204,0.010247,0.009296,0.009625,0.011619,0.009055,0.014908,0.009542,354,268,161,771,190,137,149,136,131,183,7.13,5.88,2.86,14.15,3.79,2.85,3.17,2.79,2.55,3.93
