points,neighbors,projection,projectioncount,avgtime,avgcost,avgsucctime, avgsucccost,success,failed,r1c,r2c,r3c,r4c,r5c,r6c,r7c,r8c,r9c,r10c,it1,it2,it3,it4,it5,it6,it7,it8,it9,it10,r1t,r2t,r3t,r4t,r5t,r6t,r7t,r8t,r9t,r10t
100,1,standard,1,0.234726,0.011664,0.234726,0.011664,10,0,0.013691,0.014191,0.009806,0.010848,0.012129,0.015127,0.010253,0.011648,0.010240,0.008706,108,113,101,106,105,101,152,122,97,96,0.24,0.24,0.21,0.27,0.20,0.20,0.30,0.24,0.23,0.23
100,1,standard,2,0.815957,0.010865,0.815957,0.010865,10,0,0.010977,0.011068,0.011427,0.011011,0.010540,0.011285,0.010590,0.009465,0.011424,0.010864,132,109,168,192,163,108,120,142,169,384,0.61,0.51,0.86,0.89,0.75,0.53,0.63,0.68,0.90,1.80
points,neighbors,projection,projectioncount,avgtime,avgcost,avgsucctime, avgsucccost,success,failed,r1c,r2c,r3c,r4c,r5c,r6c,r7c,r8c,r9c,r10c,it1,it2,it3,it4,it5,it6,it7,it8,it9,it10,r1t,r2t,r3t,r4t,r5t,r6t,r7t,r8t,r9t,r10t
100,1,None,1,0.263508,0.012441,0.263508,0.012441,10,0,0.009284,0.012854,0.015230,0.009943,0.014464,0.010557,0.012781,0.013312,0.013022,0.012967,99,99,110,126,112,84,209,89,100,98,0.22,0.22,0.24,0.28,0.24,0.18,0.56,0.24,0.24,0.23
100,1,None,2,0.836473,0.010376,0.836473,0.010376,10,0,0.008331,0.009799,0.009228,0.009457,0.010078,0.012136,0.012122,0.009354,0.010077,0.013178,198,185,142,149,155,485,214,216,143,145,0.81,0.79,0.61,0.60,0.69,1.98,0.86,0.87,0.57,0.59
100,1,None,3,0.889830,0.010458,0.889830,0.010458,10,0,0.009849,0.010057,0.012856,0.010887,0.009192,0.010094,0.010920,0.009760,0.011086,0.009883,83,117,173,211,82,146,131,83,183,127,0.57,0.73,1.02,1.28,0.51,1.07,0.81,0.51,1.40,1.00
