136.0,529.0
136.0,614.0
146.0,671.0
174.0,738.0
212.0,805.0
231.0,862.0
241.0,900.0
260.0,919.0
317.0,938.0
393.0,919.0
470.0,871.0
536.0,824.0
584.0,757.0
612.0,681.0
622.0,614.0
631.0,548.0
631.0,462.0
98.0,443.0
98.0,424.0
108.0,414.0
127.0,424.0
146.0,433.0
260.0,443.0
289.0,433.0
327.0,424.0
374.0,424.0
431.0,433.0
212.0,519.0
203.0,567.0
184.0,614.0
174.0,652.0
203.0,681.0
212.0,690.0
222.0,690.0
241.0,681.0
270.0,681.0
146.0,500.0
136.0,490.0
165.0,490.0
193.0,509.0
174.0,519.0
155.0,519.0
308.0,509.0
317.0,481.0
346.0,481.0
384.0,500.0
355.0,509.0
317.0,519.0
212.0,776.0
203.0,757.0
212.0,738.0
222.0,748.0
241.0,738.0
289.0,748.0
346.0,767.0
298.0,795.0
270.0,814.0
241.0,814.0
222.0,814.0
212.0,795.0
222.0,776.0
231.0,767.0
241.0,767.0
260.0,767.0
336.0,767.0
260.0,776.0
241.0,776.0
231.0,776.0
