5.0,77.0
9.0,87.0
14.0,97.0
17.0,106.0
26.0,113.0
36.0,116.0
48.0,116.0
60.0,114.0
77.0,114.0
89.0,114.0
94.0,114.0
97.0,113.0
103.0,108.0
106.0,97.0
106.0,87.0
106.0,79.0
104.0,70.0
26.0,45.0
34.0,38.0
43.0,34.0
51.0,34.0
58.0,36.0
82.0,38.0
87.0,38.0
92.0,40.0
99.0,43.0
101.0,50.0
72.0,45.0
74.0,50.0
77.0,53.0
79.0,60.0
69.0,70.0
72.0,70.0
77.0,72.0
80.0,70.0
82.0,72.0
38.0,51.0
45.0,48.0
50.0,48.0
55.0,51.0
50.0,51.0
45.0,53.0
80.0,53.0
86.0,51.0
91.0,51.0
94.0,57.0
91.0,57.0
86.0,55.0
62.0,91.0
67.0,82.0
75.0,79.0
79.0,79.0
82.0,79.0
87.0,84.0
91.0,91.0
87.0,92.0
84.0,94.0
79.0,94.0
74.0,92.0
69.0,91.0
62.0,89.0
74.0,84.0
79.0,84.0
82.0,86.0
89.0,91.0
84.0,87.0
79.0,87.0
74.0,87.0
